url,final_url,http_status,in_sitemap,indexability,robots_meta,x_robots_tag,index_directive,follow_directive,intentional_noindex,hreflang_count,internal_links_total,internal_links_nofollow,page_level_nofollow_cascade,issues,pass,error
https://www.kinexisdigital.com/es/industries/professional-services,https://www.kinexisdigital.com/es/industries/professional-services,200,yes,indexable,"index, follow",,index,follow,no,3,129,0,no,,true,
https://www.kinexisdigital.com/en/industries/healthcare,https://www.kinexisdigital.com/en/industries/healthcare,200,yes,indexable,"index, follow",,index,follow,no,3,129,0,no,,true,
https://www.kinexisdigital.com/es/industries/healthcare,https://www.kinexisdigital.com/es/industries/healthcare,200,yes,indexable,"index, follow",,index,follow,no,3,129,0,no,,true,
https://www.kinexisdigital.com/en/industries/manufacturing,https://www.kinexisdigital.com/en/industries/manufacturing,200,yes,indexable,"index, follow",,index,follow,no,3,129,0,no,,true,
https://www.kinexisdigital.com/es/industries/manufacturing,https://www.kinexisdigital.com/es/industries/manufacturing,200,yes,indexable,"index, follow",,index,follow,no,3,129,0,no,,true,
https://www.kinexisdigital.com/en/industries/hospitality,https://www.kinexisdigital.com/en/industries/hospitality,200,yes,indexable,"index, follow",,index,follow,no,3,129,0,no,,true,
https://www.kinexisdigital.com/es/industries/hospitality,https://www.kinexisdigital.com/es/industries/hospitality,200,yes,indexable,"index, follow",,index,follow,no,3,129,0,no,,true,
https://www.kinexisdigital.com/en/industries/home-services,https://www.kinexisdigital.com/en/industries/home-services,200,yes,indexable,"index, follow",,index,follow,no,3,129,0,no,,true,
https://www.kinexisdigital.com/es/industries/home-services,https://www.kinexisdigital.com/es/industries/home-services,200,yes,indexable,"index, follow",,index,follow,no,3,129,0,no,,true,
https://www.kinexisdigital.com/en/industries/technology/saas,https://www.kinexisdigital.com/en/industries/technology/saas,200,yes,indexable,"index, follow",,index,follow,no,3,135,0,no,,true,
https://www.kinexisdigital.com/es/industries/technology/saas,https://www.kinexisdigital.com/es/industries/technology/saas,200,yes,indexable,"index, follow",,index,follow,no,3,135,0,no,,true,
https://www.kinexisdigital.com/en/industries/technology/startups,https://www.kinexisdigital.com/en/industries/technology/startups,200,yes,indexable,"index, follow",,index,follow,no,3,134,0,no,,true,
https://www.kinexisdigital.com/es/industries/technology/startups,https://www.kinexisdigital.com/es/industries/technology/startups,200,yes,indexable,"index, follow",,index,follow,no,3,134,0,no,,true,
https://www.kinexisdigital.com/en/industries/technology/ai-companies,https://www.kinexisdigital.com/en/industries/technology/ai-companies,200,yes,indexable,"index, follow",,index,follow,no,3,134,0,no,,true,
https://www.kinexisdigital.com/es/industries/technology/ai-companies,https://www.kinexisdigital.com/es/industries/technology/ai-companies,200,yes,indexable,"index, follow",,index,follow,no,3,134,0,no,,true,
https://www.kinexisdigital.com/en/industries/technology/software-companies,https://www.kinexisdigital.com/en/industries/technology/software-companies,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/technology/software-companies,https://www.kinexisdigital.com/es/industries/technology/software-companies,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/technology/fintech,https://www.kinexisdigital.com/en/industries/technology/fintech,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/technology/fintech,https://www.kinexisdigital.com/es/industries/technology/fintech,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/technology/cybersecurity,https://www.kinexisdigital.com/en/industries/technology/cybersecurity,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/technology/cybersecurity,https://www.kinexisdigital.com/es/industries/technology/cybersecurity,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/ecommerce/shopify-brands,https://www.kinexisdigital.com/en/industries/ecommerce/shopify-brands,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/ecommerce/shopify-brands,https://www.kinexisdigital.com/es/industries/ecommerce/shopify-brands,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/ecommerce/dtc-brands,https://www.kinexisdigital.com/en/industries/ecommerce/dtc-brands,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/ecommerce/dtc-brands,https://www.kinexisdigital.com/es/industries/ecommerce/dtc-brands,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/ecommerce/online-retailers,https://www.kinexisdigital.com/en/industries/ecommerce/online-retailers,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/ecommerce/online-retailers,https://www.kinexisdigital.com/es/industries/ecommerce/online-retailers,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/ecommerce/amazon-sellers,https://www.kinexisdigital.com/en/industries/ecommerce/amazon-sellers,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/ecommerce/amazon-sellers,https://www.kinexisdigital.com/es/industries/ecommerce/amazon-sellers,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/ecommerce/subscription-boxes,https://www.kinexisdigital.com/en/industries/ecommerce/subscription-boxes,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/ecommerce/subscription-boxes,https://www.kinexisdigital.com/es/industries/ecommerce/subscription-boxes,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/ecommerce/b2b-ecommerce,https://www.kinexisdigital.com/en/industries/ecommerce/b2b-ecommerce,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/ecommerce/b2b-ecommerce,https://www.kinexisdigital.com/es/industries/ecommerce/b2b-ecommerce,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/financial-services/financial-advisors,https://www.kinexisdigital.com/en/industries/financial-services/financial-advisors,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/financial-services/financial-advisors,https://www.kinexisdigital.com/es/industries/financial-services/financial-advisors,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/financial-services/insurance,https://www.kinexisdigital.com/en/industries/financial-services/insurance,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/financial-services/insurance,https://www.kinexisdigital.com/es/industries/financial-services/insurance,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/financial-services/mortgage-lenders,https://www.kinexisdigital.com/en/industries/financial-services/mortgage-lenders,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/financial-services/mortgage-lenders,https://www.kinexisdigital.com/es/industries/financial-services/mortgage-lenders,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/financial-services/banks,https://www.kinexisdigital.com/en/industries/financial-services/banks,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/financial-services/banks,https://www.kinexisdigital.com/es/industries/financial-services/banks,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/financial-services/wealth-management,https://www.kinexisdigital.com/en/industries/financial-services/wealth-management,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/financial-services/wealth-management,https://www.kinexisdigital.com/es/industries/financial-services/wealth-management,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/financial-services/credit-unions,https://www.kinexisdigital.com/en/industries/financial-services/credit-unions,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/financial-services/credit-unions,https://www.kinexisdigital.com/es/industries/financial-services/credit-unions,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/professional-services/law-firms,https://www.kinexisdigital.com/en/industries/professional-services/law-firms,200,yes,indexable,"index, follow",,index,follow,no,3,134,0,no,,true,
https://www.kinexisdigital.com/es/industries/professional-services/law-firms,https://www.kinexisdigital.com/es/industries/professional-services/law-firms,200,yes,indexable,"index, follow",,index,follow,no,3,134,0,no,,true,
https://www.kinexisdigital.com/en/industries/professional-services/dentists,https://www.kinexisdigital.com/en/industries/professional-services/dentists,200,yes,indexable,"index, follow",,index,follow,no,3,134,0,no,,true,
https://www.kinexisdigital.com/es/industries/professional-services/dentists,https://www.kinexisdigital.com/es/industries/professional-services/dentists,200,yes,indexable,"index, follow",,index,follow,no,3,134,0,no,,true,
https://www.kinexisdigital.com/en/industries/professional-services/medical-practices,https://www.kinexisdigital.com/en/industries/professional-services/medical-practices,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/professional-services/medical-practices,https://www.kinexisdigital.com/es/industries/professional-services/medical-practices,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/professional-services/accountants,https://www.kinexisdigital.com/en/industries/professional-services/accountants,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/professional-services/accountants,https://www.kinexisdigital.com/es/industries/professional-services/accountants,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/professional-services/consultants,https://www.kinexisdigital.com/en/industries/professional-services/consultants,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/professional-services/consultants,https://www.kinexisdigital.com/es/industries/professional-services/consultants,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/professional-services/real-estate,https://www.kinexisdigital.com/en/industries/professional-services/real-estate,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/professional-services/real-estate,https://www.kinexisdigital.com/es/industries/professional-services/real-estate,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/healthcare/medical,https://www.kinexisdigital.com/en/industries/healthcare/medical,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/healthcare/medical,https://www.kinexisdigital.com/es/industries/healthcare/medical,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/healthcare/dental,https://www.kinexisdigital.com/en/industries/healthcare/dental,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/healthcare/dental,https://www.kinexisdigital.com/es/industries/healthcare/dental,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/healthcare/wellness,https://www.kinexisdigital.com/en/industries/healthcare/wellness,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/healthcare/wellness,https://www.kinexisdigital.com/es/industries/healthcare/wellness,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/healthcare/chiropractors,https://www.kinexisdigital.com/en/industries/healthcare/chiropractors,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/healthcare/chiropractors,https://www.kinexisdigital.com/es/industries/healthcare/chiropractors,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/healthcare/physical-therapy,https://www.kinexisdigital.com/en/industries/healthcare/physical-therapy,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/healthcare/physical-therapy,https://www.kinexisdigital.com/es/industries/healthcare/physical-therapy,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/healthcare/pharmacies,https://www.kinexisdigital.com/en/industries/healthcare/pharmacies,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/healthcare/pharmacies,https://www.kinexisdigital.com/es/industries/healthcare/pharmacies,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/manufacturing/industrial,https://www.kinexisdigital.com/en/industries/manufacturing/industrial,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/manufacturing/industrial,https://www.kinexisdigital.com/es/industries/manufacturing/industrial,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/manufacturing/b2b-manufacturing,https://www.kinexisdigital.com/en/industries/manufacturing/b2b-manufacturing,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/manufacturing/b2b-manufacturing,https://www.kinexisdigital.com/es/industries/manufacturing/b2b-manufacturing,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/manufacturing/automotive,https://www.kinexisdigital.com/en/industries/manufacturing/automotive,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/manufacturing/automotive,https://www.kinexisdigital.com/es/industries/manufacturing/automotive,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/manufacturing/aerospace,https://www.kinexisdigital.com/en/industries/manufacturing/aerospace,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/manufacturing/aerospace,https://www.kinexisdigital.com/es/industries/manufacturing/aerospace,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/manufacturing/food-production,https://www.kinexisdigital.com/en/industries/manufacturing/food-production,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/manufacturing/food-production,https://www.kinexisdigital.com/es/industries/manufacturing/food-production,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/manufacturing/packaging,https://www.kinexisdigital.com/en/industries/manufacturing/packaging,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/manufacturing/packaging,https://www.kinexisdigital.com/es/industries/manufacturing/packaging,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/hospitality/hotels,https://www.kinexisdigital.com/en/industries/hospitality/hotels,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/hospitality/hotels,https://www.kinexisdigital.com/es/industries/hospitality/hotels,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/hospitality/resorts,https://www.kinexisdigital.com/en/industries/hospitality/resorts,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/hospitality/resorts,https://www.kinexisdigital.com/es/industries/hospitality/resorts,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/hospitality/restaurants,https://www.kinexisdigital.com/en/industries/hospitality/restaurants,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/hospitality/restaurants,https://www.kinexisdigital.com/es/industries/hospitality/restaurants,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/hospitality/bars-nightlife,https://www.kinexisdigital.com/en/industries/hospitality/bars-nightlife,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/hospitality/bars-nightlife,https://www.kinexisdigital.com/es/industries/hospitality/bars-nightlife,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/hospitality/cafes,https://www.kinexisdigital.com/en/industries/hospitality/cafes,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/hospitality/cafes,https://www.kinexisdigital.com/es/industries/hospitality/cafes,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/en/industries/hospitality/event-venues,https://www.kinexisdigital.com/en/industries/hospitality/event-venues,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
https://www.kinexisdigital.com/es/industries/hospitality/event-venues,https://www.kinexisdigital.com/es/industries/hospitality/event-venues,200,yes,indexable,"index, follow",,index,follow,no,3,133,0,no,,true,
