url,final_url,path,http_status,in_sitemap,indexable,intentional_noindex,robots_meta,title,title_length,meta_description,meta_description_length,meta_description_count,html_lang,html_lang_valid,h1_count,h1_text,issues,pass,error
https://www.kinexisdigital.com/es/blog/posts,https://www.kinexisdigital.com/es/blog/posts,/es/blog/posts,200,yes,yes,no,"index, follow",Todos los Artículos | KINEXIS Digital,37,"Explora todos los artículos de KINEXIS sobre SEO, PPC, embudos y marketing de crecimiento. Filtra por tema o lee el archivo completo de playbooks B2B.",150,1,es,true,1,Todos losartículos.,,true,
https://www.kinexisdigital.com/en/case-studies,https://www.kinexisdigital.com/en/case-studies,/en/case-studies,200,yes,yes,no,"index, follow",Case Studies | KINEXIS Digital,30,"Verified client results: traffic lifts, booked jobs, and pipeline growth from KINEXIS SEO, paid media, and web projects.",120,1,en,true,1,Real growth.Real numbers.,,true,
https://www.kinexisdigital.com/es/case-studies,https://www.kinexisdigital.com/es/case-studies,/es/case-studies,200,yes,yes,no,"index, follow",Casos de Éxito | KINEXIS Digital,32,"Resultados verificados de clientes: aumentos de tráfico, trabajos agendados y crecimiento de pipeline con SEO, anuncios y web de KINEXIS.",137,1,es,true,1,Crecimiento real.Números reales.,,true,
https://www.kinexisdigital.com/en/digital-marketing-agency,https://www.kinexisdigital.com/en/digital-marketing-agency,/en/digital-marketing-agency,200,yes,yes,no,"index, follow",Digital Marketing Agency | KINEXIS Digital,42,"Full-service digital marketing for local businesses, SaaS, and startups. SEO, paid media, web design, CRO, and analytics as one revenue system.",143,1,en,true,1,Growth marketingfor every stage of scale.,,true,
https://www.kinexisdigital.com/es/digital-marketing-agency,https://www.kinexisdigital.com/es/digital-marketing-agency,/es/digital-marketing-agency,200,yes,yes,no,"index, follow",Agencia de Marketing Digital | KINEXIS Digital,46,"Agencia de marketing digital de servicio completo para negocios locales, SaaS y startups. SEO, medios pagados, diseño web, CRO y analítica integrados.",150,1,es,true,1,Marketing de crecimientopara cada etapa de escala.,,true,
https://www.kinexisdigital.com/en/industries,https://www.kinexisdigital.com/en/industries,/en/industries,200,yes,yes,no,"index, follow",Industries We Serve | KINEXIS Digital,37,"Growth marketing for home services, healthcare, professional services, technology, e-commerce, and more. Strategies built for how your industry searches…",153,1,en,true,1,Enterprise capabilityacross every vertical.,,true,
https://www.kinexisdigital.com/es/industries,https://www.kinexisdigital.com/es/industries,/es/industries,200,yes,yes,no,"index, follow",Industrias que Servimos | KINEXIS Digital,41,"Marketing de crecimiento para servicios del hogar, salud, servicios profesionales, tecnología, e-commerce y más. Estrategias a medida por vertical con…",151,1,es,true,1,Capacidad enterpriseen cada vertical.,,true,
https://www.kinexisdigital.com/en/solutions,https://www.kinexisdigital.com/en/solutions,/en/solutions,200,yes,yes,no,"index, follow",Marketing Solutions | KINEXIS Digital,37,"Tailored marketing solutions by industry and service: SEO for HVAC, Google Ads for roofers, SaaS marketing, and more. Find the right channel mix for your…",154,1,en,true,1,Service + industryexpertise combined.,,true,
https://www.kinexisdigital.com/es/solutions,https://www.kinexisdigital.com/es/solutions,/es/solutions,200,yes,yes,no,"index, follow",Soluciones de Marketing | KINEXIS Digital,41,"Soluciones de marketing adaptadas por industria y servicio: SEO para HVAC, Google Ads para contratistas, marketing SaaS y más. Encuentra la combinación…",152,1,es,true,1,Service + industryexpertise combined.,,true,
https://www.kinexisdigital.com/en/locations,https://www.kinexisdigital.com/en/locations,/en/locations,200,yes,yes,no,"index, follow",Local Digital Marketing | KINEXIS Digital,41,"Location-specific digital marketing for Dallas, Austin, Toronto, Bogotá, and Iowa markets. Unique local strategy for each city we serve.",136,1,en,true,1,Local expertise.National capability.,,true,
https://www.kinexisdigital.com/es/locations,https://www.kinexisdigital.com/es/locations,/es/locations,200,yes,yes,no,"index, follow",Marketing Digital Local | KINEXIS Digital,41,"Marketing digital específico para Dallas, Austin, Toronto, Bogotá y mercados de Iowa. Estrategia local única para cada ciudad.",126,1,es,true,1,Local expertise.National capability.,,true,
https://www.kinexisdigital.com/en/resources,https://www.kinexisdigital.com/en/resources,/en/resources,200,yes,yes,no,"index, follow",THE TOOLS WE USE. | KINEXIS Digital,35,"Platforms we run campaigns on every day, grouped by SEO, ads, analytics, and CRO. No sponsored links — just the tools we use with clients and recommend…",152,1,en,true,1,THE TOOLS WE USE.AND RECOMMEND.,,true,
https://www.kinexisdigital.com/es/resources,https://www.kinexisdigital.com/es/resources,/es/resources,200,yes,yes,no,"index, follow",LAS HERRAMIENTAS QUE USAMOS. | KINEXIS Digital,46,"Plataformas con las que trabajamos cada día en SEO, anuncios, analítica y CRO. Sin enlaces patrocinados — solo herramientas que usamos con clientes y…",150,1,es,true,1,LAS HERRAMIENTAS QUE USAMOS.Y RECOMENDAMOS.,,true,
https://www.kinexisdigital.com/en/privacy,https://www.kinexisdigital.com/en/privacy,/en/privacy,200,yes,yes,no,"index, follow",Privacy Policy | KINEXIS,24,"How KINEXIS Digital collects, uses, stores, and protects your personal information on our website, forms, and marketing services.",129,1,en,true,1,Privacy Policy,,true,
https://www.kinexisdigital.com/es/privacy,https://www.kinexisdigital.com/es/privacy,/es/privacy,200,yes,yes,no,"index, follow",Política de Privacidad | KINEXIS,32,"Cómo KINEXIS Digital recopila, usa, almacena y protege tu información personal en nuestro sitio web, formularios y servicios de marketing.",138,1,es,true,1,Política de Privacidad,,true,
https://www.kinexisdigital.com/en/terms,https://www.kinexisdigital.com/en/terms,/en/terms,200,yes,yes,no,"index, follow",Terms of Service | KINEXIS,26,"Terms governing your use of the KINEXIS Digital website, marketing services, and client engagements. Read our policies on data, billing, and intellectual…",154,1,en,true,1,Terms of Service,,true,
https://www.kinexisdigital.com/es/terms,https://www.kinexisdigital.com/es/terms,/es/terms,200,yes,yes,no,"index, follow",Términos de Servicio | KINEXIS,30,"Términos que rigen el uso del sitio web, servicios de marketing y compromisos con clientes de KINEXIS Digital. Políticas sobre datos, facturación y…",148,1,es,true,1,Términos de Servicio,,true,
https://www.kinexisdigital.com/en/services/seo,https://www.kinexisdigital.com/en/services/seo,/en/services/seo,200,yes,yes,no,"index, follow",SEO Agency for Lead Generation | KINEXIS Digital,48,"SEO focused on keywords that book calls, not vanity rankings. Technical audits, content strategy, and link building all tied to revenue and lead…",145,1,en,true,1,Rank for the searchesthat actually convert.,,true,
https://www.kinexisdigital.com/es/services/seo,https://www.kinexisdigital.com/es/services/seo,/es/services/seo,200,yes,yes,no,"index, follow",Agencia SEO para Generación de Leads | KINEXIS Digital,54,"Contrata una agencia SEO enfocada en leads calificados, no en posiciones vacías. Auditorías técnicas, estrategia de contenido y link building ligados a…",152,1,es,true,1,Posiciona en búsquedasque realmente convierten.,,true,
https://www.kinexisdigital.com/en/services/local-seo,https://www.kinexisdigital.com/en/services/local-seo,/en/services/local-seo,200,yes,yes,no,"index, follow",Local SEO for Map Pack Rankings | KINEXIS,41,"Local SEO for Google Maps, reviews, citations, and location pages. Win the map pack and turn nearby searches into calls. Plans from $2,000/mo.",142,1,en,true,1,Show up in mapswhen locals actually search.,,true,
https://www.kinexisdigital.com/es/services/local-seo,https://www.kinexisdigital.com/es/services/local-seo,/es/services/local-seo,200,yes,yes,no,"index, follow",Agencia SEO Local para Marcas… | KINEXIS Digital,48,"Agencia SEO local para negocios que necesitan visibilidad en Google Maps, crecimiento de reseñas y posiciones en el local pack. Optimización de GBP,…",149,1,es,true,1,Aparece en el mapacuando buscan cerca.,,true,
https://www.kinexisdigital.com/en/services/ppc-management,https://www.kinexisdigital.com/en/services/ppc-management,/en/services/ppc-management,200,yes,yes,no,"index, follow",Multi-Channel PPC Management | KINEXIS,38,"One team managing Google, Meta, LinkedIn, and Microsoft Ads. Shared tracking, weekly budget shifts, and ROAS you can trust. From 15% of spend or $2,500/mo…",155,1,en,true,1,One team runningevery channel you pay for.,,true,
https://www.kinexisdigital.com/es/services/ppc-management,https://www.kinexisdigital.com/es/services/ppc-management,/es/services/ppc-management,200,yes,yes,no,"index, follow",Agencia de Gestión PPC Multi-Canal | KINEXIS Digital,52,"Gestión PPC completa en Google, Meta, LinkedIn y Microsoft Ads. Un solo equipo, presupuestos unificados y reportes ROAS. Gestión desde 15% del ad spend o…",154,1,es,true,1,Un solo equipo encada canal que pagas.,,true,
https://www.kinexisdigital.com/en/services/google-ads,https://www.kinexisdigital.com/en/services/google-ads,/en/services/google-ads,200,yes,yes,no,"index, follow",Google Ads Management Agency | KINEXIS,38,"Google Ads management for Search, Shopping, and Performance Max. Conversion tracking, Quality Score work, and ROAS-focused campaigns. From $1,500/mo…",149,1,en,true,1,"Google Ads that protectyour margin, not Google's.",,true,
https://www.kinexisdigital.com/es/services/google-ads,https://www.kinexisdigital.com/es/services/google-ads,/es/services/google-ads,200,yes,yes,no,"index, follow",Agencia de Gestión Google Ads | Search y… | KINEXIS Digital,59,"Gestión Google Ads para Search, Shopping y Performance Max. Optimización de Quality Score, tracking de conversiones y campañas enfocadas en ROAS. Desde…",152,1,es,true,1,"Google Ads que protegentu margen, no el de Google.",,true,
https://www.kinexisdigital.com/en/services/meta-ads,https://www.kinexisdigital.com/en/services/meta-ads,/en/services/meta-ads,200,yes,yes,no,"index, follow",Meta Ads Management Agency | KINEXIS,36,"Meta Ads management for Facebook and Instagram. Creative testing, audience segmentation, and ROAS-focused campaigns. Management from $1,500/mo plus ad…",151,1,en,true,1,Meta Ads that keepworking after launch week.,,true,
https://www.kinexisdigital.com/es/services/meta-ads,https://www.kinexisdigital.com/es/services/meta-ads,/es/services/meta-ads,200,yes,yes,no,"index, follow",Agencia de Gestión Meta Ads | Facebook e… | KINEXIS Digital,59,"Gestión Meta Ads para Facebook e Instagram. Prospección, retargeting y pruebas creativas construidas para ROAS. Gestión desde $1,500/mes más ad spend.",150,1,es,true,1,Meta Ads que siguenfuncionando tras el lanzamiento.,,true,
https://www.kinexisdigital.com/en/services/web-design,https://www.kinexisdigital.com/en/services/web-design,/en/services/web-design,200,yes,yes,no,"index, follow",Web Design Agency for Lead Generation | KINEXIS Digital,55,"Custom web design built to convert visitors into leads. Strategy, UX, development, and CRO included. Projects from $8,000 to $35,000, delivered in 6 to 10…",155,1,en,true,1,Websites that look goodand actually convert.,,true,
https://www.kinexisdigital.com/es/services/web-design,https://www.kinexisdigital.com/es/services/web-design,/es/services/web-design,200,yes,yes,no,"index, follow",Agencia de Diseño Web para Generación de… | KINEXIS Digital,59,"Diseño web a medida construido para convertir visitantes en leads. Estrategia, UX, desarrollo y CRO incluidos. Proyectos web desde $8,000 a $35,000,…",149,1,es,true,1,Sitios que se ven bieny realmente convierten.,,true,
https://www.kinexisdigital.com/en/services/email-marketing,https://www.kinexisdigital.com/en/services/email-marketing,/en/services/email-marketing,200,yes,yes,no,"index, follow",Email Marketing & Automation for B2B | KINEXIS Digital,54,Email sequences and automated campaigns that nurture leads into customers with smart segmentation and deliverability monitoring. Multi-step workflows tied…,155,1,en,true,1,Email that movesprospects toward a yes.,,true,
https://www.kinexisdigital.com/es/services/email-marketing,https://www.kinexisdigital.com/es/services/email-marketing,/es/services/email-marketing,200,yes,yes,no,"index, follow",Agencia Email Marketing para Nutrición B2B | KINEXIS Digital,60,"Email marketing y automatización que nutre leads hasta convertirlos en clientes. Secuencias, campañas y crecimiento de lista ligados a pipeline. Programas…",155,1,es,true,1,Email que mueveprospectos hacia el sí.,,true,
https://www.kinexisdigital.com/en/services/content-marketing,https://www.kinexisdigital.com/en/services/content-marketing,/en/services/content-marketing,200,yes,yes,no,"index, follow",Content Marketing for B2B Pipeline | KINEXIS Digital,52,"Content that ranks in search and earns buyer trust. Strategy, blog posts, guides, and distribution from $2,500/mo. First pieces live in 3 to 4 weeks.",149,1,en,true,1,Content that answerswhat buyers search before they call.,,true,
https://www.kinexisdigital.com/es/services/content-marketing,https://www.kinexisdigital.com/es/services/content-marketing,/es/services/content-marketing,200,yes,yes,no,"index, follow",Agencia Marketing de Contenidos para… | KINEXIS Digital,55,"Marketing de contenidos que posiciona en búsqueda y genera confianza con compradores. Estrategia, artículos, guías y distribución desde $2,500/mes. Primer…",155,1,es,true,1,Contenido que respondelo que buscan antes de llamar.,,true,
https://www.kinexisdigital.com/en/services/social-media,https://www.kinexisdigital.com/en/services/social-media,/en/services/social-media,200,yes,yes,no,"index, follow",Social Media Management for B2B Brands | KINEXIS Digital,56,"Social media management that builds brand visibility and drives qualified traffic to your website. Content creation, scheduling, and community engagement…",154,1,en,true,1,Social that supportsthe rest of your marketing.,,true,
https://www.kinexisdigital.com/es/services/social-media,https://www.kinexisdigital.com/es/services/social-media,/es/services/social-media,200,yes,yes,no,"index, follow",Agencia Marketing en Redes Sociales para… | KINEXIS Digital,59,"Gestión de redes sociales que construye visibilidad de marca e impulsa tráfico al sitio web. Creación de contenido, publicación y community management…",151,1,es,true,1,Social que apoyael resto de tu marketing.,,true,
https://www.kinexisdigital.com/en/services/video-marketing,https://www.kinexisdigital.com/en/services/video-marketing,/en/services/video-marketing,200,yes,yes,no,"index, follow","Video Marketing for Ads, Social & Web | KINEXIS Digital",55,"Video marketing for paid ads, social media, and website conversion. Professional scripting, production, and multi-format editing from $3,000 per project…",153,1,en,true,1,Video built forwhere it actually runs.,,true,
https://www.kinexisdigital.com/es/services/video-marketing,https://www.kinexisdigital.com/es/services/video-marketing,/es/services/video-marketing,200,yes,yes,no,"index, follow",Agencia Marketing de Video para Marcas B2B | KINEXIS Digital,60,"Marketing de video para anuncios, social y conversión web. Guion, producción y edición desde $3,000 por proyecto o retainer $2,500/mes.",135,1,es,true,1,Video hecho paradonde realmente se publica.,,true,
https://www.kinexisdigital.com/en/services/branding,https://www.kinexisdigital.com/en/services/branding,/en/services/branding,200,yes,yes,no,"index, follow",Branding & Identity for B2B Companies | KINEXIS Digital,55,"Brand positioning, visual identity, and messaging strategy for B2B companies that need a consistent, recognizable presence. Full strategy and design…",149,1,en,true,1,A brand buyers recognizebefore they read fine print.,,true,
https://www.kinexisdigital.com/es/services/branding,https://www.kinexisdigital.com/es/services/branding,/es/services/branding,200,yes,yes,no,"index, follow",Agencia de Branding para Empresas B2B | KINEXIS Digital,55,"Servicios de branding incluyendo posicionamiento, identidad visual y mensaje para empresas B2B. Estrategia de marca y diseño desde $8,000 a $25,000.",148,1,es,true,1,Una marca que reconocenantes de leer la letra chica.,,true,
https://www.kinexisdigital.com/en/services/analytics,https://www.kinexisdigital.com/en/services/analytics,/en/services/analytics,200,yes,yes,no,"index, follow",Marketing Analytics and Reporting | KINEXIS,43,"Marketing analytics services that connect campaigns to revenue with proper GA4 setup, custom dashboards, and multi-channel attribution. Turn data into…",151,1,en,true,1,Reports that tell youwhere to spend next.,,true,
https://www.kinexisdigital.com/es/services/analytics,https://www.kinexisdigital.com/es/services/analytics,/es/services/analytics,200,yes,yes,no,"index, follow",Agencia Analítica de Marketing para… | KINEXIS Digital,54,"Analítica y reportes de marketing que conectan tus campañas con ingresos reales. Setup de GA4, dashboards personalizados y atribución multicanal para…",150,1,es,true,1,Reportes que te dicendónde invertir después.,,true,
https://www.kinexisdigital.com/en/services/growth-consulting,https://www.kinexisdigital.com/en/services/growth-consulting,/en/services/growth-consulting,200,yes,yes,no,"index, follow",Growth Consulting & Marketing Strategy | KINEXIS Digital,56,"Growth consulting with marketing strategy before execution. Channel audits, competitive analysis, quarterly roadmaps, and budget planning from $3,000/mo…",153,1,en,true,1,Know what to dobefore you spend again.,,true,
https://www.kinexisdigital.com/es/services/growth-consulting,https://www.kinexisdigital.com/es/services/growth-consulting,/es/services/growth-consulting,200,yes,yes,no,"index, follow",Consultoría de Crecimiento para… | KINEXIS Digital,50,"Consultoría de crecimiento para negocios que necesitan estrategia de marketing antes de ejecutar. Auditorías de canal, roadmaps y planificación trimestral…",155,1,es,true,1,Sabe qué hacerantes de volver a gastar.,,true,
https://www.kinexisdigital.com/en/services/funnels,https://www.kinexisdigital.com/en/services/funnels,/en/services/funnels,200,yes,yes,no,"index, follow",Funnels and CRO | KINEXIS,25,"Funnels and conversion optimization in one system. Landing pages, email automation, A/B testing, and UX fixes. Projects from $5,000; programs from…",147,1,en,true,1,Capture and nurture leadsthen keep testing what converts.,,true,
https://www.kinexisdigital.com/es/services/funnels,https://www.kinexisdigital.com/es/services/funnels,/es/services/funnels,200,yes,yes,no,"index, follow",Agencia de Embudos y CRO | Sistemas de… | KINEXIS Digital,57,"Embudos y optimización de conversión en un solo sistema de ingresos. Landing pages, automatización email, pruebas A/B y UX. Proyectos desde $5,000;…",148,1,es,true,1,Capta y nutre leadsy sigue probando qué convierte.,,true,
https://www.kinexisdigital.com/en/services/paid-ads,https://www.kinexisdigital.com/en/services/paid-ads,/en/services/paid-ads,200,yes,yes,no,"index, follow",Paid Ads for Lead Generation | KINEXIS Digital,46,"Paid ads on Google, Meta, and LinkedIn with strategy, landing pages, and tracking tied to qualified leads. Programs from $3,000/mo combined spend and…",150,1,en,true,1,Paid media that startswith the right channel.,,true,
https://www.kinexisdigital.com/es/services/paid-ads,https://www.kinexisdigital.com/es/services/paid-ads,/es/services/paid-ads,200,yes,yes,no,"index, follow",Agencia de Anuncios Pagados para… | KINEXIS Digital,51,"Agencia de anuncios pagados para negocios listos para invertir en Google, Meta y LinkedIn. Estrategia, setup y gestión enfocados en leads calificados.…",151,1,es,true,1,Paid media que empiezaen el canal correcto.,,true,
https://www.kinexisdigital.com/en/industries/technology,https://www.kinexisdigital.com/en/industries/technology,/en/industries/technology,200,yes,yes,no,"index, follow",Technology Marketing | KINEXIS,30,"Scalable acquisition, product-led growth, and demand generation for SaaS, fintech, and software companies. Campaigns built for trial conversion and…",148,1,en,true,1,Technologymarketing built for your vertical.,,true,
https://www.kinexisdigital.com/es/industries/technology,https://www.kinexisdigital.com/es/industries/technology,/es/industries/technology,200,yes,yes,no,"index, follow",Technology Marketing | KINEXIS,30,"Adquisición escalable, crecimiento product-led y generación de demanda para empresas SaaS, fintech y software. Campañas orientadas a conversión de prueba…",154,1,es,true,1,Technologymarketing built for your vertical.,,true,
https://www.kinexisdigital.com/en/industries/ecommerce,https://www.kinexisdigital.com/en/industries/ecommerce,/en/industries/ecommerce,200,yes,yes,no,"index, follow",E-Commerce Marketing | KINEXIS,30,"Revenue-focused shopping campaigns, retention email flows, and conversion optimization for Shopify, DTC, and online retail brands. ROAS and LTV, not…",149,1,en,true,1,E-Commercemarketing built for your vertical.,,true,
https://www.kinexisdigital.com/es/industries/ecommerce,https://www.kinexisdigital.com/es/industries/ecommerce,/es/industries/ecommerce,200,yes,yes,no,"index, follow",E-Commerce Marketing | KINEXIS,30,"Campañas de shopping orientadas a ingresos, flujos de retención por email y optimización de conversión para marcas Shopify, DTC y retail online. ROAS y…",152,1,es,true,1,E-Commercemarketing built for your vertical.,,true,
https://www.kinexisdigital.com/en/industries/financial-services,https://www.kinexisdigital.com/en/industries/financial-services,/en/industries/financial-services,200,yes,yes,no,"index, follow",Financial Services Marketing | KINEXIS,38,"Trust-first positioning, compliant funnels, and high-intent lead capture for advisors, insurance, mortgage, and banking brands. Marketing that respects…",152,1,en,true,1,Financial Servicesmarketing built for your vertical.,,true,
https://www.kinexisdigital.com/es/industries/financial-services,https://www.kinexisdigital.com/es/industries/financial-services,/es/industries/financial-services,200,yes,yes,no,"index, follow",Financial Services Marketing | KINEXIS,38,"Posicionamiento basado en confianza, embudos conformes y captura de leads de alta intención para asesores, seguros, hipotecas y banca. Marketing que…",149,1,es,true,1,Financial Servicesmarketing built for your vertical.,,true,
https://www.kinexisdigital.com/en/industries/professional-services,https://www.kinexisdigital.com/en/industries/professional-services,/en/industries/professional-services,200,yes,yes,no,"index, follow",Professional Services Marketing | KINEXIS,41,"Authority-building content, trust signals, and demand generation for law firms, dentists, consultants, and high-value client acquisition. Built for long…",153,1,en,true,1,Professional Servicesmarketing built for your vertical.,,true,
https://www.kinexisdigital.com/es/industries/professional-services,https://www.kinexisdigital.com/es/industries/professional-services,/es/industries/professional-services,200,yes,yes,no,"index, follow",Professional Services Marketing | KINEXIS,41,"Contenido de autoridad, señales de confianza y generación de demanda para bufetes, dentistas, consultores y adquisición de clientes de alto valor.…",147,1,es,true,1,Professional Servicesmarketing built for your vertical.,,true,
https://www.kinexisdigital.com/en/industries/healthcare,https://www.kinexisdigital.com/en/industries/healthcare,/en/industries/healthcare,200,yes,yes,no,"index, follow",Healthcare Marketing | KINEXIS,30,"Compliant patient acquisition, trust-building content, and measurable growth for medical, dental, wellness, and care providers. HIPAA-aware campaigns that…",155,1,en,true,1,Healthcaremarketing built for your vertical.,,true,
https://www.kinexisdigital.com/es/industries/healthcare,https://www.kinexisdigital.com/es/industries/healthcare,/es/industries/healthcare,200,yes,yes,no,"index, follow",Healthcare Marketing | KINEXIS,30,"Adquisición de pacientes conforme, contenido que genera confianza y crecimiento medible para proveedores médicos, dentales y de bienestar. Campañas…",148,1,es,true,1,Healthcaremarketing built for your vertical.,,true,
https://www.kinexisdigital.com/en/industries/manufacturing,https://www.kinexisdigital.com/en/industries/manufacturing,/en/industries/manufacturing,200,yes,yes,no,"index, follow",Manufacturing Marketing | KINEXIS,33,"B2B demand generation, technical content, and account-based marketing for industrial, automotive, and packaging buyers. Long sales cycles need…",143,1,en,true,1,Manufacturingmarketing built for your vertical.,,true,
https://www.kinexisdigital.com/es/industries/manufacturing,https://www.kinexisdigital.com/es/industries/manufacturing,/es/industries/manufacturing,200,yes,yes,no,"index, follow",Manufacturing Marketing | KINEXIS,33,"Generación de demanda B2B, contenido técnico y marketing basado en cuentas para compradores industriales, automotrices y de empaque. Ciclos largos…",147,1,es,true,1,Manufacturingmarketing built for your vertical.,,true,
https://www.kinexisdigital.com/en/industries/hospitality,https://www.kinexisdigital.com/en/industries/hospitality,/en/industries/hospitality,200,yes,yes,no,"index, follow",Hospitality Marketing | KINEXIS,31,"Direct booking optimization, seasonal campaigns, and brand experiences for hotels, restaurants, and event venues. Fill tables and rooms without…",144,1,en,true,1,Hospitalitymarketing built for your vertical.,,true,
https://www.kinexisdigital.com/es/industries/hospitality,https://www.kinexisdigital.com/es/industries/hospitality,/es/industries/hospitality,200,yes,yes,no,"index, follow",Hospitality Marketing | KINEXIS,31,"Optimización de reservas directas, campañas estacionales y experiencias de marca para hoteles, restaurantes y venues. Llena mesas y habitaciones sin…",149,1,es,true,1,Hospitalitymarketing built for your vertical.,,true,
https://www.kinexisdigital.com/en/industries/home-services,https://www.kinexisdigital.com/en/industries/home-services,/en/industries/home-services,200,yes,yes,no,"index, follow",Home Services Marketing | KINEXIS,33,"Local lead generation, service-area SEO, and paid campaigns for HVAC, roofing, plumbing, and trades. Built for emergency-intent searches and map pack…",150,1,en,true,1,Home Servicesmarketing built for your vertical.,,true,
https://www.kinexisdigital.com/es/industries/home-services,https://www.kinexisdigital.com/es/industries/home-services,/es/industries/home-services,200,yes,yes,no,"index, follow",Home Services Marketing | KINEXIS,33,"Generación de leads locales, SEO por zona de servicio y campañas pagadas para HVAC, techado, plomería y oficios. Diseñado para búsquedas de urgencia y…",151,1,es,true,1,Home Servicesmarketing built for your vertical.,,true,
https://www.kinexisdigital.com/en/industries/technology/saas,https://www.kinexisdigital.com/en/industries/technology/saas,/en/industries/technology/saas,200,yes,yes,no,"index, follow",Marketing for SaaS Companies | KINEXIS,38,"Digital marketing for saas companies. SEO, paid media, web design, and conversion optimization built to generate qualified leads, appointments, and…",148,1,en,true,1,Growth marketingbuilt for saas.,,true,
https://www.kinexisdigital.com/es/industries/technology/saas,https://www.kinexisdigital.com/es/industries/technology/saas,/es/industries/technology/saas,200,yes,yes,no,"index, follow",Marketing para Empresas de SaaS | KINEXIS,41,"Marketing digital para empresas de saas. SEO, anuncios pagados, diseño web y CRO orientados a generar ingresos, leads calificados y citas agendadas con…",152,1,es,true,1,Growth marketingbuilt for saas.,,true,
