PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Is indexable page,Hreflang links,Hreflang links codes,Hreflang issues,Hreflang group ID,No. of hreflang inlinks,No. of all inlinks
30,https://www.kinexisdigital.com/es/industries/technology,Technology Marketing | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/technology
https://www.kinexisdigital.com/en/industries/technology
https://www.kinexisdigital.com/es/industries/technology
https://www.kinexisdigital.com/es/industries/technology
https://www.kinexisdigital.com/industries/technology","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",17094716608511272619,3,192
30,https://www.kinexisdigital.com/es/industries/hospitality/resorts,Agencia de Marketing Resorts | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/hospitality/resorts
https://www.kinexisdigital.com/en/industries/hospitality/resorts
https://www.kinexisdigital.com/es/industries/hospitality/resorts
https://www.kinexisdigital.com/es/industries/hospitality/resorts
https://www.kinexisdigital.com/industries/hospitality/resorts","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",12953172174650481765,3,192
30,https://www.kinexisdigital.com/en,KINEXIS Digital - Turn Traffic Into Revenue,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/
https://www.kinexisdigital.com/en
https://www.kinexisdigital.com/en
https://www.kinexisdigital.com/es
https://www.kinexisdigital.com/es","307
200
200
200
200","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",17972425451262481747,4,195
30,https://www.kinexisdigital.com/es/industries/healthcare/wellness,Agencia de Marketing Wellness | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/healthcare/wellness
https://www.kinexisdigital.com/en/industries/healthcare/wellness
https://www.kinexisdigital.com/es/industries/healthcare/wellness
https://www.kinexisdigital.com/es/industries/healthcare/wellness
https://www.kinexisdigital.com/industries/healthcare/wellness","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",15769837769033776429,3,192
30,https://www.kinexisdigital.com/en/industries/home-services/pest-control,Pest Control Marketing Agency | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/home-services/pest-control
https://www.kinexisdigital.com/en/industries/home-services/pest-control
https://www.kinexisdigital.com/es/industries/home-services/pest-control
https://www.kinexisdigital.com/es/industries/home-services/pest-control
https://www.kinexisdigital.com/industries/home-services/pest-control","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",1018576125087247117,4,195
30,https://www.kinexisdigital.com/es/locations/cedar-falls,Digital Marketing Agency Cedar Falls | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/locations/cedar-falls
https://www.kinexisdigital.com/en/locations/cedar-falls
https://www.kinexisdigital.com/es/locations/cedar-falls
https://www.kinexisdigital.com/es/locations/cedar-falls
https://www.kinexisdigital.com/locations/cedar-falls","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",17903377305899361137,3,192
30,https://www.kinexisdigital.com/en/industries/hospitality/restaurants,Restaurants Marketing Agency | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/hospitality/restaurants
https://www.kinexisdigital.com/en/industries/hospitality/restaurants
https://www.kinexisdigital.com/es/industries/hospitality/restaurants
https://www.kinexisdigital.com/es/industries/hospitality/restaurants
https://www.kinexisdigital.com/industries/hospitality/restaurants","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",13844699685440234596,4,195
30,https://www.kinexisdigital.com/en/industries/financial-services,Financial Services Marketing | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/financial-services
https://www.kinexisdigital.com/en/industries/financial-services
https://www.kinexisdigital.com/es/industries/financial-services
https://www.kinexisdigital.com/es/industries/financial-services
https://www.kinexisdigital.com/industries/financial-services","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",16146391388206718008,4,195
30,https://www.kinexisdigital.com/es/industries/healthcare/physical-therapy,Agencia de Marketing Physical Therapy | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/healthcare/physical-therapy
https://www.kinexisdigital.com/en/industries/healthcare/physical-therapy
https://www.kinexisdigital.com/es/industries/healthcare/physical-therapy
https://www.kinexisdigital.com/es/industries/healthcare/physical-therapy
https://www.kinexisdigital.com/industries/healthcare/physical-therapy","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",378437705713923809,3,192
30,https://www.kinexisdigital.com/en/wordpress-vs-webflow,WordPress vs Webflow | Which Platform for Your Business…,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/wordpress-vs-webflow
https://www.kinexisdigital.com/en/wordpress-vs-webflow
https://www.kinexisdigital.com/es/wordpress-vs-webflow
https://www.kinexisdigital.com/es/wordpress-vs-webflow
https://www.kinexisdigital.com/wordpress-vs-webflow","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",344033989614925835,4,195
30,https://www.kinexisdigital.com/en/industries/home-services/electrical,Electrical Marketing Agency | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/home-services/electrical
https://www.kinexisdigital.com/en/industries/home-services/electrical
https://www.kinexisdigital.com/es/industries/home-services/electrical
https://www.kinexisdigital.com/es/industries/home-services/electrical
https://www.kinexisdigital.com/industries/home-services/electrical","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",1888500944489495345,4,195
30,https://www.kinexisdigital.com/en/industries/professional-services/law-firms,Law Firms Marketing Agency | KINEXIS,text/html; charset=utf-8,false,200,0,true,"https://www.kinexisdigital.com/en/industries/professional-services/law-firms
https://www.kinexisdigital.com/en/industries/professional-services/law-firms
https://www.kinexisdigital.com/es/industries/professional-services/law-firms
https://www.kinexisdigital.com/es/industries/professional-services/law-firms
https://www.kinexisdigital.com/industries/professional-services/law-firms","200
200
200
200
307","Incorrect value
One page is linked for more than one language
More than one page is linked for the same language
Some pages are not returning 200 status code",15313686312164686690,4,195
