PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Is indexable page,HTML lang,Self-hreflang,Is valid HTML lang,Is valid self-hreflang,No. of all inlinks
30,https://www.kinexisdigital.com/es/services/google-ads,Agencia de Gestión Google Ads | Search y… | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/services/branding,Agencia de Branding para Empresas B2B | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/services/meta-ads,Agencia de Gestión Meta Ads | Facebook e… | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",192
30,https://www.kinexisdigital.com/es/industries/technology/saas,Agencia de Marketing SaaS | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/contact,Contacto KINEXIS Digital | Reserva una Llamada,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/industries/professional-services/real-estate,Agencia de Marketing Real Estate | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/industries/manufacturing/packaging,Agencia de Marketing Packaging | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/industries/financial-services/insurance,Agencia de Marketing Insurance | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",192
30,https://www.kinexisdigital.com/es/services/analytics,Agencia Analítica de Marketing para… | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/industries/home-services/pest-control,Agencia de Marketing Pest Control | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/industries/home-services/electrical,Agencia de Marketing Electrical | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/industries/ecommerce/amazon-sellers,Agencia de Marketing Amazon Sellers | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",192
30,https://www.kinexisdigital.com/es/industries/manufacturing/b2b-manufacturing,Agencia de Marketing B2B Manufacturing | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/pricing/seo,"Precios SEO | Planes desde $2,500/mes | KINEXIS Digital",text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/about,Sobre KINEXIS Digital | Agencia de Marketing,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",192
30,https://www.kinexisdigital.com/es/industries/manufacturing/automotive,Agencia de Marketing Automotive | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",192
30,https://www.kinexisdigital.com/es/blog/local-seo-checklist,Checklist de SEO Local para Negocios de Servicios | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",192
30,https://www.kinexisdigital.com/es/blog,Blog de Marketing Digital | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/industries/ecommerce/b2b-ecommerce,Agencia de Marketing B2B E-Commerce | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/industries/healthcare,Healthcare Marketing | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/industries/professional-services/consultants,Agencia de Marketing Consultants | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/industries/hospitality/bars-nightlife,Agencia de Marketing Bars & Nightlife | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/blog/ab-testing-framework,Framework de A/B Testing para Marketers | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/case-studies,Casos de Éxito | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/services/funnels,Agencia de Embudos y CRO | Sistemas de… | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/locations/waterloo,Digital Marketing Agency Waterloo | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/blog/seo-audit-framework,Framework de Auditoría SEO: Proceso Paso a Paso | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/industries/ecommerce/dtc-brands,Agencia de Marketing DTC Brands | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",192
30,https://www.kinexisdigital.com/es/industries/hospitality/hotels,Agencia de Marketing Hotels | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/locations/austin,Digital Marketing Agency Austin | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/industries/financial-services/financial-advisors,Agencia de Marketing Financial Advisors | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/industries/technology/software-companies,Agencia de Marketing Software Companies | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",192
30,https://www.kinexisdigital.com/es/local-seo-vs-google-ads,SEO Local vs Google Ads | ¿Mapa o Anuncios?,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/locations/des-moines,Digital Marketing Agency Des Moines | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/industries/hospitality,Hospitality Marketing | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",192
30,https://www.kinexisdigital.com/es/industries/hospitality/event-venues,Agencia de Marketing Event Venues | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/industries/technology/cybersecurity,Agencia de Marketing Cybersecurity | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/industries/healthcare/medical,Agencia de Marketing Medical | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",192
30,https://www.kinexisdigital.com/es/services/paid-ads,Agencia de Anuncios Pagados para… | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/services/seo,Agencia SEO para Generación de Leads | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/services/video-marketing,Agencia Marketing de Video para Marcas B2B | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",192
30,https://www.kinexisdigital.com/es/industries/manufacturing,Manufacturing Marketing | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",192
30,https://www.kinexisdigital.com/es/solutions,Marketing Solutions | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",192
30,https://www.kinexisdigital.com/es/services/ppc-management,Agencia de Gestión PPC Multi-Canal | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
30,https://www.kinexisdigital.com/es/services/email-marketing,Agencia Email Marketing para Nutrición B2B | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",192
22,https://www.kinexisdigital.com/es/locations,Local Digital Marketing | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",43
21,https://www.kinexisdigital.com/es/case-studies/dental-practice-local-seo,Clínica Dental Case Study | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",16
21,https://www.kinexisdigital.com/es/case-studies/landscaping-company-growth,Empresa de Jardinería Case Study | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",27
21,https://www.kinexisdigital.com/es/case-studies/saas-analytics-platform,Plataforma de Analítica SaaS Case Study | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",22
21,https://www.kinexisdigital.com/es/case-studies/b2b-consulting-firm,Firma de Consultoría B2B Case Study | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",19
21,https://www.kinexisdigital.com/es/team/james-chen,James Chen | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",12
21,https://www.kinexisdigital.com/es/team/sarah-mitchell,Sarah Mitchell | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",13
21,https://www.kinexisdigital.com/es/team/maria-rodriguez,Maria Rodriguez | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",13
21,https://www.kinexisdigital.com/es/case-studies/fintech-app-startup,Startup Fintech Case Study | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",18
21,https://www.kinexisdigital.com/es/case-studies/premium-ecommerce-brand,Marca Premium de E-Commerce Case Study | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",17
20,https://www.kinexisdigital.com/es/locations/bogota/web-design,Web Design Bogotá | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/locations/dallas/web-design,Web Design Dallas | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/locations/dallas/seo,SEO Dallas | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",4
20,https://www.kinexisdigital.com/es/locations/waterloo/ppc-management,PPC Management Waterloo | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",4
20,https://www.kinexisdigital.com/es/solutions/seo-for-dentists,SEO for Dentists | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",5
20,https://www.kinexisdigital.com/es/locations/cedar-falls/web-design,Web Design Cedar Falls | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/pricing/google-ads,"Precios Google Ads | Gestión desde $2,500/mes | KINEXIS",text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",4
20,https://www.kinexisdigital.com/es/blog/email-segmentation,Estrategias de Segmentación de Email | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",4
20,https://www.kinexisdigital.com/es/locations/toronto/seo,SEO Toronto | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",4
20,https://www.kinexisdigital.com/es/blog/conversion-psychology,Psicología de Conversión: Por Qué los Compradores… | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",5
20,https://www.kinexisdigital.com/es/locations/austin/ppc-management,PPC Management Austin | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/solutions/web-design-for-saas-companies,Web Design for SaaS Companies | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/locations/des-moines/google-ads,Google Ads Des Moines | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/blog/lifecycle-marketing,Marketing de Ciclo de Vida: Mapeando el Customer… | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",5
20,https://www.kinexisdigital.com/es/locations/toronto/ppc-management,PPC Management Toronto | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",4
20,https://www.kinexisdigital.com/es/solutions/saas-marketing-agency,SaaS Marketing Agency | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",6
20,https://www.kinexisdigital.com/es/locations/des-moines/seo,SEO Des Moines | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/locations/cedar-rapids/ppc-management,PPC Management Cedar Rapids | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",4
20,https://www.kinexisdigital.com/es/blog/technical-seo-guide,La Guía Completa de SEO Técnico | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/pricing/video-marketing,Video Marketing Pricing | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",4
20,https://www.kinexisdigital.com/es/solutions/google-ads-for-roofers,Google Ads for Roofers | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",5
20,https://www.kinexisdigital.com/es/pricing/web-design,"Precios Diseño Web | Sitios desde $8,000 | KINEXIS",text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",4
20,https://www.kinexisdigital.com/es/locations/des-moines/ppc-management,PPC Management Des Moines | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/locations/toronto/google-ads,Google Ads Toronto | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",4
20,https://www.kinexisdigital.com/es/blog/attribution-models,Modelos de Atribución de Marketing Explicados | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",5
20,https://www.kinexisdigital.com/es/pricing/growth-consulting,Growth Consulting Pricing | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",4
20,https://www.kinexisdigital.com/es/locations/cedar-rapids/web-design,Web Design Cedar Rapids | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/blog/marketing-dashboards,Dashboards de Marketing que Impulsan Decisiones | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",5
20,https://www.kinexisdigital.com/es/solutions/startup-marketing-agency,Startup Marketing Agency | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",5
20,https://www.kinexisdigital.com/es/blog/technical-seo-fundamentals,Fundamentos de SEO Técnico que Todo Propietario… | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",6
20,https://www.kinexisdigital.com/es/locations/austin/google-ads,Google Ads Austin | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/locations/toronto/web-design,Web Design Toronto | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/pricing/email-marketing,Email Marketing Pricing | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",4
20,https://www.kinexisdigital.com/es/blog/quality-score-guide,Guía de Quality Score en Google Ads | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",5
20,https://www.kinexisdigital.com/es/solutions/seo-for-hvac-companies,SEO for HVAC Companies | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",6
20,https://www.kinexisdigital.com/es/locations/cedar-rapids/seo,SEO Cedar Rapids | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",4
20,https://www.kinexisdigital.com/es/pricing/analytics,Marketing Analytics Pricing | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/locations/dallas/google-ads,Google Ads Dallas | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/blog/posts,Todos los Artículos | KINEXIS Digital,text/html; charset=utf-8,false,200,0,true,es-419,"es-419
es",false,"false
true",4
20,https://www.kinexisdigital.com/es/locations/cedar-falls/seo,SEO Cedar Falls | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
20,https://www.kinexisdigital.com/es/locations/cedar-falls/google-ads,Google Ads Cedar Falls | KINEXIS,text/html; charset=utf-8,false,200,0,true,es-419,"es
es-419",false,"true
false",4
